wanted,position,positionid,from,start,end
Q12656885,ambassador of Lithuania,Q30064875,Q471699,2012,2016
Q14556981,ambassador to Latvia,Q108179697,Q571063,2008,2011
Q927471,Mayor of Vilnius,Q109496914,Q716068,2000,2007
