item,itemLabel,startDate,endDate,psid
Q1112331,Virgilijus Vladislovas Bulovas,1996-03-19,1996-12-10,Q1112331-0C1C1DBF-075D-48F0-8716-97D75272CF41
Q1112331,Virgilijus Vladislovas Bulovas,2003-05-13,2004-12-14,Q1112331-C8078EB9-73B9-4252-827B-858716C19862
Q1193316,Česlovas Kazimieras Blažys,1999-06-10,2000-11-09,Q1193316-E40CD139-738E-4394-ABA1-6AC4C63A2CC1
Q1305783,Juozas Bernatonis,2001-07-12,2003-04-28,Q1305783-9443A144-5B4A-4A6F-9701-FA5EADD98D3B
Q1383100,Petras Valiukas,1991-01-13,1992-12-17,Q1383100-DECB01DB-9EFE-49CE-9ED0-72E31A7D6D79
Q1685267,Raimondas Šukys,2006-07-12,2007-12-10,Q1685267-B2D9DD89-2C25-4007-96B5-18B90EAD3106
Q1797508,Saulius Skvernelis,2014-11-11,2016-04-13,Q1797508-D969CFA5-1513-4BAD-85C8-33B246A67522
Q1893972,Vidmantas Žiemelis,1996-12-10,1998-05-21,Q1893972-7F328235-6D4C-4464-AF1D-BC2600358526
Q1898136,Marijonas Misiukonis,1990-01-17,1991-01-13,Q1898136-73540709-0C0B-4AF2-B702-C32CF5C95BE9
Q2137805,Regimantas Čiupaila,2007-12-17,2008-12-09,Q2137805-84D1BF53-B66B-42FF-93E1-1CD5339E3C29
Q2165005,Romasis Vaitekūnas,1992-12-17,1996-03-19,Q2165005-DEEB30D8-56AE-44A3-9ECF-89BFCF2C0DA8
Q2535667,Vytautas Markevičius,2000-11-09,2001-07-12,Q2535667-FFBFF96A-49C6-4637-92AF-E04BE2E37BBD
Q27976383,Eimutis Misiūnas,2016-12-13,2019-08-07,Q27976383-44B22E77-5111-4A24-A115-5D41C5FB7B1A
Q395152,Agnė Bilotaitė,2020-12-11,,Q395152-2C0877CE-55CB-4B51-873B-CE2AE6980EED
Q574618,Stasys Šedbaras,1998-05-22,1999-06-10,Q574618-AC5608F8-B3A6-4153-A5F8-27B03C082C6B
Q716040,Artūras Melianas,2012-04-16,2012-12-13,Q716040-DB621768-7F4C-4C55-AFC3-A60568A53BA3
Q887795,Dailis Alfonsas Barakauskas,2012-12-13,2014-10-30,Q887795-EE8FB2CC-569E-43BE-83A2-4FFE73BE9F9C
Q9310614,Rita Tamašunienė,2019-08-07,2020-12-11,Q9310614-630683BC-13A5-40B6-9EB0-19194BF2B6FF
Q937621,Raimundas Palaitis,2008-12-09,2012-03-26,Q937621-2AED7FC6-648C-4675-AA0C-EDE1E16FEFDF
Q980957,Gintaras Jonas Furmanavičius,2004-12-14,2006-07-18,Q980957-FE250238-7DE1-40B5-8989-F2460E7C0F42
