item,itemLabel,startDate,endDate,sourceDate,psid
Q1193309,Vytautas Dudėnas,1999-11-11,2000-11-09,,Q1193309-A861A482-9B5F-4636-B55E-38B95D204EBA
Q1156213,Jonas Lionginas,2000-11-09,2001-07-12,,Q1156213-85DEABE8-1895-4F7C-86BA-3F4847DFB32C
Q57379,Dalia Grybauskaitė,2001-07-12,2004-04-30,,Q57379-A0070C77-9571-4602-9E4D-3C4BF622338F
Q394006,Algirdas Butkevičius,2004-05-04,2005-05-14,,Q394006-9537EE2F-1B3E-447B-87D4-0701A1B4AEEB
Q117150,Zigmantas Balčytis,2005-07-18,2007-05-16,,Q117150-280E7725-C83F-4011-9C39-A4C4AEA86D26
Q1563291,Rimantas Šadžius,2007-05-16,2008-12-09,,Q1563291-FF93D093-EB11-41C3-B317-935D278753FF
Q519077,Algirdas Gediminas Šemeta,2008-12-09,2009-06-30,,Q519077-185ed125-45d6-3c20-228f-37b2caf8d831
Q437096,Ingrida Šimonytė,2009-07-07,2012-12-13,,Q437096-1b8673ac-475b-3ae7-ab81-192accdcc168
Q1563291,Rimantas Šadžius,2012-12-13,2016-06-20,,Q1563291-78FC1D31-11A9-413B-B71D-5CC2093ADD80
Q12670942,Rasa Budbergytė,2016-06-23,2016-12-13,,Q12670942-276074d5-49db-12af-633a-baaf8badd12f
Q16476234,Vilius Šapoka,2016-12-13,2020-12-11,,Q16476234-835a3072-4343-7798-ae48-58de466130b3
Q27833521,Gintarė Skaistė,2020-12-11,,,Q27833521-4696B876-3406-4FE4-994D-207D87996ED7
