@@,itemlabel,item,startdate,enddate
---,Augustinas Voldemaras,Q381418,1918-11-11,1918-12-24
+++,Audrius Butkevičius,Q759033,1991-10-10,1993-10-27
->,Linas Antanas Linkevičius,Q345625,1993-10-28,1996-11-27->1996-11-19
+++,Česlovas Vytautas Stankevičius,Q341356,1996-12-10,2000-11-09
->,Linas Antanas Linkevičius,Q345625,2000-10-26->2000-11-09,2004-12-14
->,Juozas Olekas,Q1376538,2006-07-04->2006-07-18,2008-12-09
+++,Raimundas Karoblis,Q1709981,2016-12-13,2020-12-11
