@@,item,itemlabel,startdate,enddate
->,Q541403,Roma Žakaitienė->Roma Dovydėnienė,2001-07-12,2004-12-14
->,Q471699,Arūnas Gelūnas,2010->2010-07-01,2012->2012-12-13
->,Q27975961,Liana Ruokytė Jonsson->Liana Ruokytė-Jonsson,2016-12-13,2018-12-21
