item,itemLabel,startDate,endDate,psid
Q17118365,Gabrielius Landsbergis,2020-12-11,,Q17118365-4255e15b-42b3-be87-d559-40a27e36e31a
Q345625,Linas Antanas Linkevičius,2012-12-13,2020-12-11,Q345625-6431d5d9-4da0-eead-0e1f-00529c615f21
Q381418,Augustinas Voldemaras,1926-12-17,1929-09-23,Q381418-94FFF022-96DC-4467-827C-B4965ED856FB
Q381418,Augustinas Voldemaras,1918-11-11,1920-06-19,Q381418-A6466C01-26A2-4545-8D95-5C898EEF5E1E
Q547404,Povilas Gylys,1992-12-17,1996-12-10,Q547404-8FCE03CE-F98A-4882-9238-60C543FC1718
Q556409,Algirdas Saudargas,1990-01-17,1992-12-17,Q556409-B34B7F82-2803-4C5C-A6E6-E0DF98F15706
Q556409,Algirdas Saudargas,1996-12-10,2000-11-09,Q556409-E238ECC5-2004-4A6E-8519-68B9128F422B
Q571063,Antanas Valionis,2000-11-09,2006-07-18,Q571063-F2F5BC88-9C70-46BD-96B3-67871096D843
Q58201,Audronius Ažubalis,2010-02-11,2012-12-13,Q58201-a7e762de-44bc-d6d4-a8f3-b2b717018d50
Q589989,Petras Vaitiekūnas,2006-07-12,2008-12-09,Q589989-8C1FFA15-B636-4278-B335-5DB49F87093A
Q983985,Vygaudas Ušackas,2008-12-09,2010-01-26,Q983985-e0cdaf9e-4574-a489-c0aa-3a3dde6208e8
