item,itemLabel,startDate,endDate,psid
Q100435418,Evelina Dobrovolska,2020-12-11,,Q100435418-621F676E-FDD9-40B4-8B82-D680E7B41DD4
Q1305783,Juozas Bernatonis,2012-12-13,2016-12-13,Q1305783-2027E630-F756-4B36-A64A-40745F0C1443
Q1397662,Remigijus Šimašius,2008-12-09,2012-12-13,Q1397662-549FECA4-EE5C-489B-9E81-73DCAADC7A21
Q1525184,Gintautas Bužinskas,2004-12-14,2006-07-18,Q1525184-6FCB491E-076C-4B01-A87F-F13E49C43293
Q189778,Zenonas Juknevičius,1992-07-21,1992-12-17,Q189778-4D70D0B4-3E92-46CC-9CE7-8C8A89E6D0CD
Q2080454,Petras Baguška,2006-07-18,2008-12-09,Q2080454-10272E4C-CF92-4726-A934-812CDE82FB51
Q2535667,Vytautas Markevičius,2001-07-12,2004-12-14,Q2535667-27074128-7553-4952-BE3A-E89466C13AA9
Q2535687,Vytautas Pakalniškis,1991-01-13,1992-07-21,Q2535687-31C0BA3B-0B22-4B40-9981-5C1B105D4DE5
Q2535687,Vytautas Pakalniškis,1996-12-10,1999-06-10,Q2535687-4262401C-7F60-42EE-8883-6F1857D8B8ED
Q27975841,Milda Vainiutė,2016-12-13,2018-03-06,Q27975841-5C02CE36-3F81-4BA1-A89E-D24D5EC9AF80
Q338415,Jonas Prapiestis,1992-12-17,1996-03-19,Q338415-04971BD6-6CAF-4E99-8CD2-B6D4000DA963
Q348304,Gintautas Bartkus,2000-11-09,2001-07-12,Q348304-7F2EA2B7-F432-4719-A3F2-6E3AA7D71DA7
Q3562431,Elvinas Jankevičius,2018-05-15,2020-12-11,Q3562431-9c31acd1-d9f9-456f-868b-dc670769d030
Q720673,Pranas Kūris,1990-01-17,1991-01-13,Q720673-9640BCDF-5858-48AA-83CA-20158E56C8E0
Q725294,Gintaras Balčiūnas,1999-06-10,2000-11-09,Q725294-59D190D2-02CA-4FE4-AB06-8C391C8A5B6D
