item,itemLabel,startDate,endDate,sourceDate,psid
Q1193316,Česlovas Blažys,1999-06-10,2000-11-09,2022-06-24,Q1193316-E40CD139-738E-4394-ABA1-6AC4C63A2CC1
Q2535667,Vytautas Markevičius,2000-11-09,2001-07-12,,Q2535667-FFBFF96A-49C6-4637-92AF-E04BE2E37BBD
Q1305783,Juozas Bernatonis,2001-07-12,2003-04-28,,Q1305783-9443A144-5B4A-4A6F-9701-FA5EADD98D3B
Q1112331,Virgilijus Vladislovas Bulovas,2003-05-13,2004-12-14,,Q1112331-C8078EB9-73B9-4252-827B-858716C19862
Q980957,Gintaras Furmanavičius,2004-12-14,2006-07-18,2022-06-24,Q980957-FE250238-7DE1-40B5-8989-F2460E7C0F42
Q1685267,Raimondas Šukys,2006-07-12,2007-12-10,,Q1685267-B2D9DD89-2C25-4007-96B5-18B90EAD3106
Q2137805,Regimantas Čiupaila,2007-12-17,2008-12-09,,Q2137805-84D1BF53-B66B-42FF-93E1-1CD5339E3C29
Q937621,Raimundas Palaitis,2008-12-09,2012-03-26,,Q937621-2AED7FC6-648C-4675-AA0C-EDE1E16FEFDF
Q716040,Artūras Melianas,2012-04-16,2012-12-13,,Q716040-DB621768-7F4C-4C55-AFC3-A60568A53BA3
Q887795,Dailis Alfonsas Barakauskas,2012-12-13,2014-10-30,,Q887795-EE8FB2CC-569E-43BE-83A2-4FFE73BE9F9C
Q1797508,Saulius Skvernelis,2014-11-11,2016-04-13,,Q1797508-D969CFA5-1513-4BAD-85C8-33B246A67522
Q23856477,Tomas Žilinskas,2016-04-13,2016-12-13,,Q23856477-B70E3E07-0D3B-4EA2-8C5A-F234C029D40E
Q27976383,Eimutis Misiūnas,2016-12-13,2019-08-07,,Q27976383-44B22E77-5111-4A24-A115-5D41C5FB7B1A
Q9310614,Rita Tamašunienė,2019-08-07,2020-12-11,,Q9310614-630683BC-13A5-40B6-9EB0-19194BF2B6FF
Q395152,Agnė Bilotaitė,2020-12-11,,,Q395152-2C0877CE-55CB-4B51-873B-CE2AE6980EED
