item,itemLabel,startDate,endDate,psid
Q1027481,Konstantinas Romualdas Dobrovolskis,2001-05-15,2003-03-06,Q1027481-824E7606-DE64-4E34-8CE5-F7B9DF23D501
Q1376538,Juozas Olekas,2003-03-10,2004-11-29,Q1376538-489b807f-41fd-7018-1329-3fb43d6f2d96
Q1376538,Juozas Olekas,1990-01-17,1992-12-17,Q1376538-EE7BA8DB-8064-4757-B135-14992ED7A43A
Q1376624,Laurynas Mindaugas Stankevičius,1998-03-25,1999-06-10,Q1376624-3F7D7983-8E67-4179-98DC-B75D14C599D7
Q1685267,Raimondas Šukys,2010-03-10,2012-12-13,Q1685267-64B04083-B651-4E29-A455-880ACCBBA65A
Q27546897,Aurelijus Veryga,2016-12-13,2020-12-11,Q27546897-edd7b3e0-4300-b267-05e2-13ca7b8f167f
Q3660989,Juras Požela,2016-03-15,2016-10-16,Q3660989-58246eb0-42e8-6567-b7a0-e98c98bb7e5d
Q394068,Žilvinas Padaiga,2004-12-14,2006-07-18,Q394068-a579bd9a-45e3-1781-f4f2-5042826638a5
Q545629,Antanas Vinkus,1994-11-10,1996-12-10,Q545629-4A94192D-2E69-4219-B9F4-3F1EA9D38EBC
Q61387734,Arūnas Dulkys,2020-12-11,,Q61387734-72edc931-458d-042b-9164-d472c9819db2
Q6556452,Rimantė Šalaševičiūtė,2014-07-17,2016-02-17,Q6556452-6C25E21C-5444-4899-8953-832434191E59
Q725287,Algis Čaplikas,2008-12-09,2010-03-10,Q725287-A88EAA74-760B-40A1-B644-54A6C578B815
Q774300,Vytenis Andriukaitis,2012-12-13,2014-07-14,Q774300-7E1F26C1-75F4-4C5D-819E-9DE534B3DD94
Q980933,Rimvydas Turčinskas,2006-07-18,2008-07-14,Q980933-71980368-F206-4B3F-AAC1-DE3CE83F28DF
Q981104,Gediminas Černiauskas,2008-07-14,2008-12-09,Q981104-E853CE61-D787-45F4-BCE3-DA3690592257
